nc,ps,unique,redundant,agi,symbol,description,cor262909,cor256629,cor259408,cor259407,cor265857s,average,
4,249061_at,T,F,AT5G44550,AT5G44550,Uncharacterised protein family (UPF0497),0.536435306,0.544341738,0.507473927,0.427842925,0.750757699,0.553370319,
4,249101_at,T,F,AT5G43580,AT5G43580,"Serine protease inhibitor, potato inhibitor I-type family protein",0.569220049,0.694674506,0.666476036,0.41386696,0.645885228,0.598024556,
4,249168_at,T,F,AT5G42870,ATPAH2|PAH2,phosphatidic acid phosphohydrolase 2,0.509867371,0.66500766,0.766835845,0.412179254,0.542618173,0.579301661,
4,249202_at,T,F,AT5G42580,CYP705A12,"cytochrome P450, family 705, subfamily A, polypeptide 12",0.34599028,0.621401791,0.511844113,0.512562991,0.61420548,0.521200931,
4,249239_at,F,NA,AT5G41992,CPuORF58,conserved peptide upstream open reading frame 58,0.556173442,0.708529826,0.7355716,0.448289571,0.625781645,0.614869217,
4,249252_at,T,F,AT5G42010,AT5G42010,Transducin/WD40 repeat-like superfamily protein,0.52965324,0.685099741,0.783156036,0.245076397,0.534929113,0.555582906,
4,249255_at,T,F,AT5G41610,CHX18|ATCHX18,cation/H+ exchanger 18,0.548324738,0.63899174,0.679266316,0.241493925,0.661506999,0.553916744,
4,249259_at,T,F,AT5G41660,AT5G41660,unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: mitochondrion; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT3G44430.1); Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink).,0.508242389,0.637689478,0.689570969,0.29763006,0.596139608,0.545854501,
4,249331_at,T,F,AT5G40950,RPL27,ribosomal protein large subunit 27,0.500483171,0.816580306,0.860552948,0.256416117,0.629504723,0.612707453,
4,249368_at,T,F,AT5G40640,AT5G40640,unknown protein; LOCATED IN: plasma membrane; EXPRESSED IN: 19 plant structures; EXPRESSED DURING: 7 growth stages; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT3G27390.1); Has 104 Blast hits to 102 proteins in 14 species: Archae - 0; Bacteria - 0; Metazoa - 2; Fungi - 0; Plants - 101; Viruses - 0; Other Eukaryotes - 1 (source: NCBI BLink).,0.581650497,0.598974763,0.636417333,0.462799408,0.574607629,0.570889926,
4,249389_at,T,F,AT5G40100,AT5G40100,Disease resistance protein (TIR-NBS-LRR class) family,0.483905896,0.535341549,0.502982111,0.500413822,0.723305425,0.54918976,
4,249425_at,T,F,AT5G39790,AT5G39790,5'-AMP-activated protein kinase-related,0.550031552,0.733634473,0.676199384,0.317404342,0.733160231,0.602085997,
4,249474_s_at,F,NA,AT5G39130,AT5G39130,RmlC-like cupins superfamily protein,0.525549347,0.53442412,0.562093805,0.404878125,0.661312937,0.537651667,
4,249511_at,T,F,AT5G38500,AT5G38500,Domain of unknown function (DUF313),0.577057313,0.650990514,0.629610457,0.213014488,0.627414821,0.539617519,
4,249516_s_at,F,NA,AT5G38540,AT5G38540,Mannose-binding lectin superfamily protein,0.519877158,0.600340295,0.579812843,0.454726426,0.763760344,0.583703413,
4,249537_at,T,F,AT5G38830,AT5G38830,"Cysteinyl-tRNA synthetase, class Ia family protein",0.547920761,0.764653287,0.717860965,0.29788687,0.748382974,0.615340972,
4,249545_at,T,F,AT5G38030,AT5G38030,MATE efflux family protein,0.500998408,0.634512494,0.615101068,0.440818632,0.753741072,0.589034335,
4,249576_at,T,F,AT5G37690,AT5G37690,SGNH hydrolase-type esterase superfamily protein,0.520842869,0.582840641,0.58101192,0.424921252,0.7426509,0.570453516,
4,249596_s_at,F,NA,AT5G38010,AT5G38010,UDP-Glycosyltransferase superfamily protein,0.50181752,0.448755176,0.530667105,0.51780168,0.602818153,0.520371927,
4,249669_at,T,F,AT5G35880,AT5G35880,similar to unknown protein [Arabidopsis thaliana] (TAIR:AT1G32680.1),0.588394714,0.58694319,0.745161565,0.392184566,0.514939845,0.565524776,
4,249711_at,T,F,AT5G35680,AT5G35680,"Nucleic acid-binding, OB-fold-like protein",0.63975743,0.699256626,0.819246932,0.226267761,0.530481009,0.583001951,
4,249742_at,T,F,AT5G24490,AT5G24490,"30S ribosomal protein, putative",0.548092901,0.818277193,0.784908492,0.342423112,0.659534361,0.630647212,
4,249747_at,T,F,AT5G24600,AT5G24600,"Protein of unknown function, DUF599",0.542848845,0.700846118,0.720782934,0.430662833,0.654039784,0.609836103,
4,249767_at,T,F,AT5G24090,ATCHIA|CHIA,chitinase A,0.509091817,0.813367317,0.839868306,0.279469265,0.616053446,0.61157003,
4,249785_at,T,F,AT5G24300,SSI1|SSI|ATSS1,"Glycogen/starch synthases, ADP-glucose type",0.548845181,0.737666971,0.775782419,0.332986261,0.610357892,0.601127745,
4,249794_at,T,F,AT5G23530,CXE18|AtCXE18,carboxyesterase 18,0.532199596,0.596984861,0.56551404,0.455972046,0.752265009,0.58058711,
4,249801_at,T,F,AT5G23580,ATCDPK9|CPK12|CDPK9|ATCPK12,calmodulin-like domain protein kinase 9,0.580067384,0.552997557,0.679087385,0.317737299,0.598063141,0.545590553,
4,249879_at,T,F,AT5G23170,AT5G23170,Protein kinase superfamily protein,0.504421541,0.611104006,0.638854442,0.415490897,0.591654056,0.552304988,
4,249882_at,T,F,AT5G22890,AT5G22890,C2H2 and C2HC zinc fingers superfamily protein,0.503999103,0.66971129,0.645200869,0.424909979,0.7370169,0.596167628,
4,249892_at,T,F,AT5G22600,AT5G22600,FBD / Leucine Rich Repeat domains containing protein,0.55756985,0.633500506,0.588281834,0.133056118,0.665142577,0.515510177,
4,249895_at,T,F,AT5G22500,FAR1,fatty acid reductase 1,0.559639808,0.551796676,0.644500597,0.448333076,0.53261375,0.547376781,
4,249910_at,T,F,AT5G22630,ADT5,arogenate dehydratase 5,0.542140773,0.731899845,0.82308294,0.315344801,0.607133937,0.603920459,
4,249986_at,T,F,AT5G18460,AT5G18460,Protein of Unknown Function (DUF239),0.518292666,0.664720318,0.74463627,0.342141223,0.595619944,0.573082084,
4,250033_at,T,F,AT5G18110,NCBP,novel cap-binding protein,0.504889196,0.706268924,0.817184787,0.240133882,0.503682252,0.554431808,
4,250119_at,T,F,AT5G16470,AT5G16470,zinc finger (C2H2 type) family protein,0.569811417,0.651202631,0.694803761,0.372736368,0.670934294,0.591897694,
4,250139_at,T,T,AT5G14620,DRM2|DMT7,domains rearranged methyltransferase 2,0.547197364,0.58894812,0.706426344,0.321108269,0.559242812,0.544584582,
4,250170_at,T,F,AT5G14260,AT5G14260,Rubisco methyltransferase family protein,0.517335061,0.791493147,0.759550287,0.30474772,0.724692338,0.619563711,
4,250185_at,T,F,AT5G14310,AtCXE16|CXE16,carboxyesterase 16,0.452041952,0.696376792,0.710125577,0.529001943,0.554596696,0.588428592,
4,250232_at,T,F,AT5G13950,AT5G13950,unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G02290.1); Has 147 Blast hits to 145 proteins in 44 species: Archae - 0; Bacteria - 2; Metazoa - 56; Fungi - 6; Plants - 81; Viruses - 0; Other Eukaryotes - 2 (source: NCBI BLink).,0.508285327,0.600973043,0.653441768,0.136715942,0.597066651,0.499296546,
4,250239_at,T,F,AT5G13580,AT5G13580,ABC-2 type transporter family protein,0.503914285,0.666364135,0.615904668,0.368717737,0.729855412,0.576951247,
4,250314_at,T,F,AT5G12190,AT5G12190,RNA-binding (RRM/RBD/RNP motifs) family protein,0.525176257,0.803470021,0.798952841,0.329404413,0.584647164,0.608330139,
4,250383_at,T,F,AT5G11480,AT5G11480,P-loop containing nucleoside triphosphate hydrolases superfamily protein,0.505630173,0.77957992,0.840422586,0.302580018,0.606480422,0.606938624,
4,250384_at,T,F,AT5G11500,AT5G11500,unknown protein; CONTAINS InterPro DOMAIN/s: Protein of unknown function DUF814 (InterPro:IPR008532); Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink).,0.598626181,0.666550752,0.67779441,0.387483343,0.554147362,0.57692041,
4,250397_at,T,F,AT5G10980,AT5G10980,Histone superfamily protein,0.509804803,0.727624574,0.779470036,0.26308385,0.625094302,0.581015513,
4,250415_at,T,F,AT5G11210,ATGLR2.5|GLR2.5,glutamate receptor 2.5,0.564613893,0.618525666,0.642221139,0.413937703,0.667008987,0.581261478,
4,250420_at,T,F,AT5G11260,HY5|TED 5,Basic-leucine zipper (bZIP) transcription factor family protein,0.574174348,0.710211492,0.650127485,0.329893453,0.705641514,0.594009659,
4,250446_at,T,F,AT5G10770,AT5G10770,Eukaryotic aspartyl protease family protein,0.513604036,0.692072679,0.621708825,0.263762627,0.610714274,0.540372488,
4,250474_at,T,F,AT5G10230,ANN7|ANNAT7,annexin 7,0.515889955,0.654573767,0.605638689,0.335770829,0.746474118,0.571669472,
4,250500_at,T,F,AT5G09530,AT5G09530,hydroxyproline-rich glycoprotein family protein,0.524690937,0.775718167,0.744483057,0.352614014,0.673624795,0.614226194,
4,250526_at,T,F,AT5G08570,AT5G08570,Pyruvate kinase family protein,0.519170982,0.674327849,0.700060723,0.337341026,0.674385713,0.581057258,
4,250580_at,T,F,AT5G07440,GDH2,glutamate dehydrogenase 2,0.529960167,0.623717423,0.56142911,0.476645443,0.652746189,0.568899667,
4,250602_s_at,F,NA,AT5G07980,AT5G07980,dentin sialophosphoprotein-related,0.511262157,0.647431157,0.742024023,0.310168294,0.643297508,0.570836628,
4,250626_at,NA,NA,NA,NA,NA,0.541461524,0.670279009,0.636974674,0.201649638,0.754790259,0.561031021,
4,250666_at,T,F,AT5G07100,WRKY26,WRKY DNA-binding protein 26,0.520841933,0.535672534,0.556554932,0.476015211,0.512234111,0.520263744,
4,250694_at,T,F,AT5G06710,HAT14,homeobox from Arabidopsis thaliana,0.582742702,0.690080015,0.666979315,0.45637047,0.694230356,0.618080571,
4,250702_at,T,F,AT5G06730,AT5G06730,Peroxidase superfamily protein,0.543007719,0.608890678,0.617316104,0.466020285,0.71525022,0.590097001,
4,250752_at,T,F,AT5G05690,CYP90A1|CPD|DWF3|CBB3|CYP90A|CYP90,Cytochrome P450 superfamily protein,0.506394972,0.67284864,0.624134177,0.37560566,0.787571368,0.593310963,
4,250757_at,T,F,AT5G05980,ATDFB|DFB,DHFS-FPGS homolog B,0.533556676,0.730099658,0.649390387,0.315781246,0.780765719,0.601918737,
4,250842_at,T,F,AT5G04490,VTE5,vitamin E pathway gene 5,0.506718424,0.701811979,0.668227809,0.397667517,0.765136866,0.607912519,
4,250907_at,T,F,AT5G03670,AT5G03670,unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT2G36420.1); Has 700 Blast hits to 624 proteins in 104 species: Archae - 0; Bacteria - 18; Metazoa - 333; Fungi - 60; Plants - 73; Viruses - 24; Other Eukaryotes - 192 (source: NCBI BLink).,0.520685464,0.583608869,0.519906665,0.455942558,0.786634742,0.57335566,
4,250918_at,T,F,AT5G03610,AT5G03610,GDSL-like Lipase/Acylhydrolase superfamily protein,0.542589641,0.679994681,0.555712591,0.473889938,0.802277964,0.610892963,
4,250951_at,T,F,AT5G03550,AT5G03550,BEST Arabidopsis thaliana protein match is: TRAF-like family protein (TAIR:AT2G42460.1); Has 137 Blast hits to 125 proteins in 2 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 137; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).,0.452641451,0.521458162,0.523114763,0.504049362,0.596730349,0.519598818,
4,250975_at,T,F,AT5G03050,AT5G03050,unknown protein; Has 33 Blast hits to 33 proteins in 10 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 33; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).,0.535180395,0.690331875,0.631412396,0.394909396,0.724952701,0.595357353,
4,251010_at,T,F,AT5G02550,AT5G02550,unknown protein; Has 3 Blast hits to 3 proteins in 1 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 3; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).,0.564256441,0.826465976,0.819011986,0.179451393,0.640038065,0.605844772,
4,251020_at,T,F,AT5G02270,NAP9|ATNAP9,non-intrinsic ABC protein 9,0.522201555,0.652368266,0.50535004,0.257851358,0.715164575,0.530587159,
4,251024_at,T,F,AT5G02180,AT5G02180,Transmembrane amino acid transporter family protein,0.584903608,0.7409407,0.787413297,0.325041563,0.660031908,0.619666215,
4,251033_at,T,F,AT5G01960,AT5G01960,RING/U-box superfamily protein,0.560528878,0.508009059,0.500343552,0.557174239,0.378821062,0.500975358,
4,251093_at,T,F,AT5G01360,TBL3,Plant protein of unknown function (DUF828),0.544262454,0.548293096,0.619543674,0.49468322,0.616040908,0.56456467,
4,251095_at,T,F,AT5G01510,RUS5,"Protein of unknown function, DUF647",0.539109994,0.641710888,0.646591085,0.383594182,0.624548023,0.567110834,
4,251130_at,T,F,AT5G01180,ATPTR5|PTR5,peptide transporter  5,0.600127118,0.755860435,0.774822567,0.234862456,0.610422011,0.595218918,
4,251176_at,T,F,AT3G63380,AT3G63380,ATPase E1-E2 type family protein / haloacid dehalogenase-like hydrolase family protein,0.564391979,0.564957739,0.63133487,0.271101109,0.536371619,0.513631463,
4,251188_at,T,F,AT3G62730,AT3G62730,"unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; EXPRESSED IN: 13 plant structures; EXPRESSED DURING: LP.04 four leaves visible, 4 anthesis, LP.02 two leaves visible, petal differentiation and expansion stage; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G47980.1); Has 172 Blast hits to 172 proteins in 41 species: Archae - 0; Bacteria - 73; Metazoa - 0; Fungi - 0; Plants - 99; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).",0.592238078,0.524934021,0.562956244,0.484827761,0.518204389,0.536632099,
4,251242_at,T,F,AT3G61860,At-RS31,RNA-binding SR protein At-RS31 subfamily RS,0.550568533,0.660379647,0.698412155,0.297971056,0.57311755,0.556089788,
4,251254_at,T,F,AT3G62270,AT3G62270,HCO3- transporter family,0.513528887,0.633168077,0.609859803,0.461575642,0.78182862,0.599992206,
4,251305_at,T,F,AT3G62030,ROC4,rotamase CYP 4,0.507554511,0.802878768,0.795369387,0.356693209,0.648604101,0.622219995,
4,251330_at,T,F,AT3G61550,AT3G61550,RING/U-box superfamily protein,0.51026193,0.759520975,0.745071496,0.308263064,0.708576989,0.606338891,
4,251360_at,T,F,AT3G61210,AT3G61210,S-adenosyl-L-methionine-dependent methyltransferases superfamily protein,0.521444158,0.750209052,0.787855869,0.268084318,0.675734393,0.600665558,
4,251396_at,T,F,AT3G60750,AT3G60750,Transketolase,0.504574832,0.732770062,0.687530924,0.411003933,0.71684255,0.61054446,
4,251427_at,T,F,AT3G60130,BGLU16,beta glucosidase 16,0.577306416,0.521372142,0.552950993,0.480266503,0.585750458,0.543529302,
4,251450_at,T,F,AT3G60030,SPL12,squamosa promoter-binding protein-like 12,0.556097617,0.628440475,0.697834094,0.39550767,0.608428381,0.577261647,
4,251479_at,T,F,AT3G59700,LECRK1|HLECRK|ATHLECRK,lectin-receptor kinase,0.576656318,0.737081087,0.835045572,0.317964071,0.509165003,0.59518241,
4,251481_at,T,F,AT3G59730,AT3G59730,Concanavalin A-like lectin protein kinase family protein,0.523703464,0.500277925,0.538833467,0.395944877,0.525390526,0.496830052,
4,251497_at,T,F,AT3G59060,PIF5|PIL6,phytochrome interacting factor 3-like 6,0.517835794,0.682184397,0.708971485,0.31101477,0.737865958,0.591574481,
4,251499_at,T,F,AT3G59100,gsl11|ATGSL11|GSL11,glucan synthase-like 11,0.515895231,0.542137622,0.589071903,0.362894646,0.706484602,0.543296801,
4,251531_at,T,F,AT3G58550,AT3G58550,Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein,0.533754572,0.623886938,0.60881808,0.458590204,0.742033847,0.593416728,
4,251623_at,T,F,AT3G57390,AGL18,AGAMOUS-like 18,0.566001908,0.544759127,0.596725909,0.525298689,0.363527855,0.519262698,
4,251741_at,T,F,AT3G56040,UGP3,UDP-glucose pyrophosphorylase 3,0.501244072,0.717458596,0.681680777,0.337420496,0.758180566,0.599196902,
4,251798_at,T,F,AT3G55460,At-SCL30,RNA-binding SR protein At-SCL30 subfamily SCL,0.579524016,0.748069744,0.786734171,0.125015579,0.521694977,0.552207697,
4,251851_at,T,F,AT3G54670,SMC1|ATSMC1|TTN8,Structural maintenance of chromosomes (SMC) family protein,0.519912144,0.746070805,0.747087241,0.337572188,0.68750813,0.607630101,
4,251884_at,T,F,AT3G54150,AT3G54150,S-adenosyl-L-methionine-dependent methyltransferases superfamily protein,0.591608411,0.56371644,0.608187161,0.438667617,0.622814549,0.564998836,
4,251919_at,T,F,AT3G53800,Fes1B,Fes1B,0.57048711,0.74686808,0.608534691,0.331828238,0.656837401,0.582911104,
4,251946_at,T,F,AT3G53540,AT3G53540,unknown protein; LOCATED IN: plasma membrane; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 14 growth stages; CONTAINS InterPro DOMAIN/s: Protein of unknown function DUF3741 (InterPro:IPR022212); BEST Arabidopsis thaliana protein match is: Protein of unknown function (DUF3741) (TAIR:AT4G28760.2); Has 1710 Blast hits to 868 proteins in 206 species: Archae - 2; Bacteria - 409; Metazoa - 304; Fungi - 204; Plants - 304; Viruses - 2; Other Eukaryotes - 485 (source: NCBI BLink).,0.534730976,0.52530148,0.563531416,0.470102763,0.534884589,0.525710245,
4,251970_at,T,F,AT3G53150,UGT73D1,UDP-glucosyl transferase 73D1,0.504848718,0.718368168,0.664991301,0.282949461,0.710995481,0.576430626,
4,251983_at,T,F,AT3G53210,AT3G53210,nodulin MtN21 /EamA-like transporter family protein,0.555159409,0.680726152,0.61578885,0.468706272,0.701394836,0.604355104,
4,251992_at,T,F,AT3G53350,RIP4,ROP interactive partner 4,0.532379176,0.66468122,0.617713796,0.482255491,0.63206153,0.585818242,
4,251996_at,T,F,AT3G52840,BGAL2,beta-galactosidase 2,0.539556088,0.710397137,0.656049946,0.418608874,0.7654148,0.618005369,
4,252001_at,T,F,AT3G52750,FTSZ2-2,Tubulin/FtsZ family protein,0.505819115,0.812098254,0.853287148,0.323931092,0.566170893,0.6122613,
4,252006_at,T,F,AT3G52820,ATPAP22|PAP22,purple acid phosphatase 22,0.560593712,0.552890207,0.737518111,0.516548506,0.228539538,0.519218015,
4,252058_at,T,F,AT3G52470,AT3G52470,Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family,0.600434031,0.569864819,0.663272447,0.299890942,0.582775845,0.543247617,
4,252109_at,T,F,AT3G51540,AT3G51540,unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT3G08670.1); Has 22744 Blast hits to 9965 proteins in 783 species: Archae - 64; Bacteria - 2760; Metazoa - 8515; Fungi - 3864; Plants - 499; Viruses - 702; Other Eukaryotes - 6340 (source: NCBI BLink).,0.517333787,0.766106577,0.744719093,0.362498041,0.641512898,0.606434079,
4,252143_at,T,F,AT3G51150,AT3G51150,ATP binding microtubule motor family protein,0.55769224,0.723611197,0.734801872,0.36683718,0.583376302,0.593263758,
4,252209_at,T,F,AT3G50400,AT3G50400,GDSL-like Lipase/Acylhydrolase superfamily protein,0.512137495,0.692123281,0.655684502,0.349224907,0.69735986,0.581306009,
4,252234_at,T,F,AT3G49780,ATPSK3 (FORMER SYMBOL)|PSK4|ATPSK4,phytosulfokine 4 precursor,0.613970703,0.640934012,0.54750559,0.392219004,0.525863143,0.544098491,
4,252249_at,T,F,AT3G49770,AT3G49770,unknown protein; Has 6 Blast hits to 6 proteins in 3 species: Archae - 0; Bacteria - 0; Metazoa - 1; Fungi - 0; Plants - 5; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).,0.5169165,0.620627154,0.699616601,0.191776521,0.50443969,0.506675293,
4,252340_at,T,F,AT3G48920,MYB45|AtMYB45,myb domain protein 45,0.532615236,0.710629227,0.754176172,0.357880393,0.663293907,0.603718987,
4,252368_at,T,F,AT3G48520,CYP94B3,"cytochrome P450, family 94, subfamily B, polypeptide 3",0.535836616,0.681710191,0.680291741,0.387933952,0.687561581,0.594666816,
4,252403_at,T,F,AT3G48080,AT3G48080,alpha/beta-Hydrolases superfamily protein,0.532546488,0.685182694,0.626446059,0.404577349,0.719393298,0.593629178,
